date_extraction,activite,activite_emprunteur,activite_emprunteur_bus,activite_emprunteur_med,activite_salle_etude,activite_utilisateur_postes_informatiques,activite_utilisateur_wifi,Tranches d’âge (1),Tranches d’âge (2),Roubaisien ou non,Code IRIS de Roubaix,Nom de l’IRIS à Roubaix,Commune de résidence,inscription_attribut_action,inscription_attribut_zebre,inscription_carte,nombre d’années d’adhésion,type_inscription,nb_venues,nb_venues_postes_informatiques,nb_venues_prets,nb_venues_prets_bus,nb_venues_prets_mediatheque,nb_venues_salle_etude,nb_venues_wifi,sexe,geo_point_2d
2018,prêt + postes,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,0 - 14 ans,06 - 10 ans,Roubaisien,595120102.0,FRESNOY,ROUBAIX,,,Médiathèque,0,gratuite,3.0,1.0,3.0,0.0,3.0,0.0,0.0,Femme,"50.6992192099,3.16111509099"
2018,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,0 - 14 ans,06 - 10 ans,Roubaisien,595120102.0,FRESNOY,ROUBAIX,,,Médiathèque,0,gratuite,4.0,0.0,4.0,0.0,4.0,0.0,0.0,Homme,"50.6992192099,3.16111509099"
2018,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 - 24 ans,20 - 24 ans,Roubaisien,595120102.0,FRESNOY,ROUBAIX,,,Médiathèque,0,gratuite,10.0,0.0,10.0,0.0,10.0,0.0,0.0,Femme,"50.6992192099,3.16111509099"
2018,prêt + postes,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,0 - 14 ans,06 - 10 ans,Roubaisien,595120102.0,FRESNOY,ROUBAIX,,,Médiathèque,1,gratuite,7.0,6.0,2.0,0.0,2.0,0.0,0.0,Femme,"50.6992192099,3.16111509099"
2018,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,25 - 64 ans,40 - 54 ans,Roubaisien,595120102.0,FRESNOY,ROUBAIX,,,Médiathèque,0,gratuite,2.0,0.0,2.0,0.0,2.0,0.0,0.0,Femme,"50.6992192099,3.16111509099"
2018,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 - 24 ans,20 - 24 ans,Roubaisien,595120102.0,FRESNOY,ROUBAIX,,,Médiathèque,0,gratuite,4.0,0.0,4.0,0.0,4.0,0.0,0.0,Femme,"50.6992192099,3.16111509099"
2018,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,0 - 14 ans,06 - 10 ans,Roubaisien,595120102.0,FRESNOY,ROUBAIX,,,Médiathèque,0,gratuite,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Femme,"50.6992192099,3.16111509099"
2018,prêt + postes,Emprunteur,Emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,0 - 14 ans,11 - 14 ans,Roubaisien,595120102.0,FRESNOY,ROUBAIX,,,Médiathèque,0,gratuite,29.0,11.0,30.0,5.0,25.0,0.0,0.0,Homme,"50.6992192099,3.16111509099"
2018,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,25 - 64 ans,40 - 54 ans,Roubaisien,595120102.0,FRESNOY,ROUBAIX,,,Médiathèque,7,gratuite,6.0,0.0,6.0,0.0,6.0,0.0,0.0,Femme,"50.6992192099,3.16111509099"
2018,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,0 - 14 ans,06 - 10 ans,Roubaisien,595120102.0,FRESNOY,ROUBAIX,,,Médiathèque Plus (Conservatoire),5,gratuite,3.0,0.0,3.0,0.0,3.0,0.0,0.0,Femme,"50.6992192099,3.16111509099"
2018,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,0 - 14 ans,06 - 10 ans,Roubaisien,595120102.0,FRESNOY,ROUBAIX,,,Médiathèque,5,gratuite,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Homme,"50.6992192099,3.16111509099"
2018,postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,25 - 64 ans,40 - 54 ans,Roubaisien,595120102.0,FRESNOY,ROUBAIX,,,Médiathèque,0,gratuite,3.0,3.0,0.0,0.0,0.0,0.0,0.0,Homme,"50.6992192099,3.16111509099"
2018,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 - 24 ans,20 - 24 ans,Roubaisien,595120102.0,FRESNOY,ROUBAIX,,,Consultation sur place,0,gratuite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Homme,"50.6992192099,3.16111509099"
2018,wifi,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Utilisateur Wifi,25 - 64 ans,40 - 54 ans,Roubaisien,595120102.0,FRESNOY,ROUBAIX,,,Médiathèque,0,gratuite,2.0,0.0,0.0,0.0,0.0,0.0,2.0,Homme,"50.6992192099,3.16111509099"
2018,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,0 - 14 ans,0 - 2 ans,Roubaisien,595120102.0,FRESNOY,ROUBAIX,,,Médiathèque,0,gratuite,2.0,0.0,2.0,0.0,2.0,0.0,0.0,Homme,"50.6992192099,3.16111509099"
2018,postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,25 - 64 ans,40 - 54 ans,Roubaisien,595120102.0,FRESNOY,ROUBAIX,,,Médiathèque,0,gratuite,3.0,3.0,0.0,0.0,0.0,0.0,0.0,Femme,"50.6992192099,3.16111509099"
2018,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,0 - 14 ans,03 - 5 ans,Roubaisien,595120102.0,FRESNOY,ROUBAIX,,,Médiathèque,1,gratuite,7.0,0.0,7.0,0.0,7.0,0.0,0.0,Femme,"50.6992192099,3.16111509099"
2018,postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,25 - 64 ans,25 - 29 ans,Roubaisien,595120102.0,FRESNOY,ROUBAIX,,,Médiathèque,0,gratuite,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Femme,"50.6992192099,3.16111509099"
2018,étude + wifi,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Utilisateur Salle d'étude,Non utilisateur postes informatiques,Utilisateur Wifi,15 - 24 ans,20 - 24 ans,Roubaisien,595120102.0,FRESNOY,ROUBAIX,,,Consultation sur place,0,gratuite,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Homme,"50.6992192099,3.16111509099"
2018,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 - 24 ans,20 - 24 ans,Roubaisien,595120102.0,FRESNOY,ROUBAIX,Médiation,,Médiathèque,13,gratuite,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Femme,"50.6992192099,3.16111509099"
2018,prêt,Emprunteur,Emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,0 - 14 ans,11 - 14 ans,Roubaisien,595120102.0,FRESNOY,ROUBAIX,Visite de classe,,Médiathèque,2,gratuite,2.0,0.0,2.0,2.0,0.0,0.0,0.0,Homme,"50.6992192099,3.16111509099"
2018,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,0 - 14 ans,06 - 10 ans,Roubaisien,595120102.0,FRESNOY,ROUBAIX,Visite de classe,,Médiathèque,0,gratuite,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Homme,"50.6992192099,3.16111509099"
2018,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,0 - 14 ans,06 - 10 ans,Roubaisien,595120102.0,FRESNOY,ROUBAIX,Visite de classe,,Médiathèque,2,gratuite,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Femme,"50.6992192099,3.16111509099"
2018,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,0 - 14 ans,03 - 5 ans,Roubaisien,595120102.0,FRESNOY,ROUBAIX,Visite de classe,,Médiathèque,0,gratuite,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Femme,"50.6992192099,3.16111509099"
2018,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,0 - 14 ans,06 - 10 ans,Roubaisien,595120102.0,FRESNOY,ROUBAIX,Visite de classe,,Médiathèque,2,gratuite,2.0,0.0,2.0,0.0,2.0,0.0,0.0,Homme,"50.6992192099,3.16111509099"
2018,prêt + étude + postes,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,25 - 64 ans,30 - 39 ans,Roubaisien,595120102.0,FRESNOY,ROUBAIX,,,Médiathèque Plus (5 €),3,payante,34.0,33.0,3.0,0.0,3.0,1.0,0.0,Homme,"50.6992192099,3.16111509099"
2018,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 - 24 ans,20 - 24 ans,Roubaisien,595120102.0,FRESNOY,ROUBAIX,,Arrêt Bus Rue de Rome,Médiathèque,13,gratuite,5.0,0.0,5.0,0.0,5.0,0.0,0.0,Homme,"50.6992192099,3.16111509099"
2018,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,0 - 14 ans,06 - 10 ans,Roubaisien,595120102.0,FRESNOY,ROUBAIX,,Arrêt Bus Rue de Rome,Médiathèque,5,gratuite,3.0,0.0,3.0,0.0,3.0,0.0,0.0,Homme,"50.6992192099,3.16111509099"
2018,prêt,Emprunteur,Emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,0 - 14 ans,11 - 14 ans,Roubaisien,595120102.0,FRESNOY,ROUBAIX,,Arrêt Bus Rue de Rome,Médiathèque,8,gratuite,3.0,0.0,3.0,3.0,0.0,0.0,0.0,Homme,"50.6992192099,3.16111509099"
2018,prêt,Emprunteur,Emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,0 - 14 ans,11 - 14 ans,Roubaisien,595120102.0,FRESNOY,ROUBAIX,,Arrêt Bus Rue de Rome,Médiathèque Plus (Conservatoire),7,gratuite,2.0,0.0,2.0,1.0,1.0,0.0,0.0,Homme,"50.6992192099,3.16111509099"
2018,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 - 24 ans,20 - 24 ans,Roubaisien,595120201.0,FOSSE AUX CHENES,ROUBAIX,Action éducative,,Médiathèque,0,gratuite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Homme,"50.6967838712,3.17302126792"
2018,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,0 - 14 ans,06 - 10 ans,Roubaisien,595120201.0,FOSSE AUX CHENES,ROUBAIX,Action éducative,,Médiathèque,0,gratuite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Homme,"50.6967838712,3.17302126792"
2018,prêt + étude,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,0 - 14 ans,11 - 14 ans,Roubaisien,595120201.0,FOSSE AUX CHENES,ROUBAIX,,,Médiathèque,4,gratuite,3.0,0.0,1.0,0.0,1.0,3.0,0.0,Homme,"50.6967838712,3.17302126792"
2018,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,25 - 64 ans,25 - 29 ans,Roubaisien,595120201.0,FOSSE AUX CHENES,ROUBAIX,,,Consultation sur place,0,gratuite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Homme,"50.6967838712,3.17302126792"
2018,prêt + postes + wifi,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Utilisateur Wifi,25 - 64 ans,40 - 54 ans,Roubaisien,595120201.0,FOSSE AUX CHENES,ROUBAIX,,,Médiathèque,0,gratuite,14.0,9.0,5.0,0.0,5.0,0.0,1.0,Femme,"50.6967838712,3.17302126792"
2018,prêt + postes,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,25 - 64 ans,25 - 29 ans,Roubaisien,595120201.0,FOSSE AUX CHENES,ROUBAIX,,,Médiathèque,0,gratuite,1.0,1.0,1.0,0.0,1.0,0.0,0.0,Femme,"50.6967838712,3.17302126792"
2018,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,25 - 64 ans,40 - 54 ans,Roubaisien,595120201.0,FOSSE AUX CHENES,ROUBAIX,,,Médiathèque,13,gratuite,7.0,0.0,7.0,0.0,7.0,0.0,0.0,Homme,"50.6967838712,3.17302126792"
2018,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,0 - 14 ans,11 - 14 ans,Roubaisien,595120201.0,FOSSE AUX CHENES,ROUBAIX,,,Médiathèque,6,gratuite,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Femme,"50.6967838712,3.17302126792"
2018,prêt + postes,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,25 - 64 ans,25 - 29 ans,Roubaisien,595120201.0,FOSSE AUX CHENES,ROUBAIX,,,Médiathèque,1,gratuite,8.0,1.0,8.0,0.0,8.0,0.0,0.0,Femme,"50.6967838712,3.17302126792"
2018,postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,25 - 64 ans,30 - 39 ans,Roubaisien,595120201.0,FOSSE AUX CHENES,ROUBAIX,,,Consultation sur place,0,gratuite,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Homme,"50.6967838712,3.17302126792"
2018,postes + wifi,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Utilisateur Wifi,15 - 24 ans,15 - 17 ans,Roubaisien,595120201.0,FOSSE AUX CHENES,ROUBAIX,,,Consultation sur place,0,gratuite,19.0,18.0,0.0,0.0,0.0,0.0,2.0,Homme,"50.6967838712,3.17302126792"
2018,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 - 24 ans,15 - 17 ans,Roubaisien,595120201.0,FOSSE AUX CHENES,ROUBAIX,,,Médiathèque,0,gratuite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Homme,"50.6967838712,3.17302126792"
2018,postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,25 - 64 ans,55 - 64 ans,Roubaisien,595120201.0,FOSSE AUX CHENES,ROUBAIX,,,Médiathèque,0,gratuite,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Femme,"50.6967838712,3.17302126792"
2018,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,25 - 64 ans,40 - 54 ans,Roubaisien,595120201.0,FOSSE AUX CHENES,ROUBAIX,,,Médiathèque,5,gratuite,5.0,0.0,5.0,0.0,5.0,0.0,0.0,Femme,"50.6967838712,3.17302126792"
2018,postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,15 - 24 ans,15 - 17 ans,Roubaisien,595120201.0,FOSSE AUX CHENES,ROUBAIX,,,Médiathèque,10,gratuite,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Femme,"50.6967838712,3.17302126792"
2018,postes + wifi,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Utilisateur Wifi,25 - 64 ans,55 - 64 ans,Roubaisien,595120201.0,FOSSE AUX CHENES,ROUBAIX,,,Médiathèque,7,gratuite,29.0,29.0,0.0,0.0,0.0,0.0,1.0,Homme,"50.6967838712,3.17302126792"
2018,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,25 - 64 ans,55 - 64 ans,Roubaisien,595120201.0,FOSSE AUX CHENES,ROUBAIX,,,Médiathèque,2,gratuite,10.0,0.0,10.0,0.0,10.0,0.0,0.0,Femme,"50.6967838712,3.17302126792"
2018,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,0 - 14 ans,03 - 5 ans,Roubaisien,595120201.0,FOSSE AUX CHENES,ROUBAIX,,,Médiathèque,1,gratuite,2.0,0.0,2.0,0.0,2.0,0.0,0.0,Homme,"50.6967838712,3.17302126792"
2018,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,0 - 14 ans,06 - 10 ans,Roubaisien,595120202.0,ALMA SUD,ROUBAIX,,,Médiathèque,2,gratuite,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Homme,"50.7002213045,3.1681608643"
2018,postes + wifi,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Utilisateur Wifi,25 - 64 ans,40 - 54 ans,Roubaisien,595120602.0,NATIONS UNIES,ROUBAIX,,,Médiathèque,3,gratuite,27.0,27.0,0.0,0.0,0.0,0.0,1.0,Homme,"50.6939680957,3.17350204159"
2018,prêt + postes,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,25 - 64 ans,25 - 29 ans,Roubaisien,595120602.0,NATIONS UNIES,ROUBAIX,,,Médiathèque,3,gratuite,35.0,2.0,35.0,0.0,35.0,0.0,0.0,Homme,"50.6939680957,3.17350204159"
2018,prêt + postes + wifi,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Utilisateur Wifi,0 - 14 ans,11 - 14 ans,Roubaisien,595120602.0,NATIONS UNIES,ROUBAIX,,,Médiathèque,1,gratuite,13.0,7.0,8.0,0.0,8.0,0.0,1.0,Homme,"50.6939680957,3.17350204159"
2018,postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,25 - 64 ans,40 - 54 ans,Roubaisien,595120602.0,NATIONS UNIES,ROUBAIX,,,Médiathèque,0,gratuite,6.0,6.0,0.0,0.0,0.0,0.0,0.0,Femme,"50.6939680957,3.17350204159"
2018,prêt + postes,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,25 - 64 ans,30 - 39 ans,Roubaisien,595120602.0,NATIONS UNIES,ROUBAIX,,,Médiathèque,0,gratuite,3.0,3.0,2.0,0.0,2.0,0.0,0.0,Femme,"50.6939680957,3.17350204159"
2018,postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,25 - 64 ans,30 - 39 ans,Roubaisien,595120602.0,NATIONS UNIES,ROUBAIX,,,Consultation sur place,0,gratuite,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Homme,"50.6939680957,3.17350204159"
2018,prêt,Emprunteur,Emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,65 ans et plus,65 - 79 ans,Roubaisien,595120602.0,NATIONS UNIES,ROUBAIX,,,Médiathèque,13,gratuite,8.0,0.0,8.0,8.0,0.0,0.0,0.0,Femme,"50.6939680957,3.17350204159"
2018,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,0 - 14 ans,11 - 14 ans,Roubaisien,595120602.0,NATIONS UNIES,ROUBAIX,,,Médiathèque,6,gratuite,3.0,0.0,3.0,0.0,3.0,0.0,0.0,Homme,"50.6939680957,3.17350204159"
2018,postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,25 - 64 ans,40 - 54 ans,Roubaisien,595120602.0,NATIONS UNIES,ROUBAIX,,,Médiathèque,4,gratuite,56.0,56.0,0.0,0.0,0.0,0.0,0.0,Femme,"50.6939680957,3.17350204159"
2018,postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,25 - 64 ans,40 - 54 ans,Roubaisien,595120602.0,NATIONS UNIES,ROUBAIX,,,Médiathèque,0,gratuite,9.0,9.0,0.0,0.0,0.0,0.0,0.0,Homme,"50.6939680957,3.17350204159"
2018,postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,25 - 64 ans,40 - 54 ans,Roubaisien,595120602.0,NATIONS UNIES,ROUBAIX,,,Médiathèque,7,gratuite,34.0,34.0,0.0,0.0,0.0,0.0,0.0,Femme,"50.6939680957,3.17350204159"
2018,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,0 - 14 ans,06 - 10 ans,Roubaisien,595120602.0,NATIONS UNIES,ROUBAIX,,,Médiathèque,4,gratuite,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Femme,"50.6939680957,3.17350204159"
2018,prêt + postes,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,0 - 14 ans,06 - 10 ans,Roubaisien,595120602.0,NATIONS UNIES,ROUBAIX,,,Médiathèque,2,gratuite,10.0,2.0,10.0,0.0,10.0,0.0,0.0,Femme,"50.6939680957,3.17350204159"
2018,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,25 - 64 ans,30 - 39 ans,Roubaisien,595120602.0,NATIONS UNIES,ROUBAIX,,,Médiathèque,2,gratuite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Femme,"50.6939680957,3.17350204159"
2018,prêt + étude + postes + wifi,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Utilisateur Salle d'étude,Utilisateur postes informatiques,Utilisateur Wifi,15 - 24 ans,18 - 19 ans,Roubaisien,595120602.0,NATIONS UNIES,ROUBAIX,Visite de classe,,Médiathèque,11,gratuite,55.0,37.0,3.0,0.0,3.0,4.0,17.0,Homme,"50.6939680957,3.17350204159"
2018,prêt + postes,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,0 - 14 ans,11 - 14 ans,Roubaisien,595120602.0,NATIONS UNIES,ROUBAIX,Visite de classe,,Médiathèque,4,gratuite,3.0,2.0,1.0,0.0,1.0,0.0,0.0,Homme,"50.6939680957,3.17350204159"
2018,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 - 24 ans,15 - 17 ans,Roubaisien,595120602.0,NATIONS UNIES,ROUBAIX,Visite de classe,,Médiathèque,4,gratuite,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Femme,"50.6939680957,3.17350204159"
2018,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 - 24 ans,15 - 17 ans,Roubaisien,595120603.0,ANSEELE,ROUBAIX,Action éducative,,Médiathèque,4,gratuite,2.0,0.0,2.0,0.0,2.0,0.0,0.0,Femme,"50.6893401467,3.18056466302"
2018,prêt + postes,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,0 - 14 ans,11 - 14 ans,Roubaisien,595120603.0,ANSEELE,ROUBAIX,Action éducative,,Médiathèque,0,gratuite,2.0,1.0,2.0,0.0,2.0,0.0,0.0,Femme,"50.6893401467,3.18056466302"
2018,prêt + postes,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,25 - 64 ans,40 - 54 ans,Roubaisien,595120603.0,ANSEELE,ROUBAIX,,,Médiathèque,13,gratuite,14.0,2.0,13.0,0.0,13.0,0.0,0.0,Femme,"50.6893401467,3.18056466302"
